item_id,sample_part
1121255250408,train
1122623250083,test
1126123751173,train
1126913001108,train
1128494000372,train
1129000261706,train
1130095500385,train
1132786750113,train
1133605750013,test
1133778500548,test
1135471250334,train
1136030000853,val
1136940001576,test
1137767250396,train
1138179250492,train
1139747250526,train
1140016000124,train
1141439750906,train
1141549750693,train
1143618000175,train
1144122250336,test
1144174250428,val
1144641000595,test
1145455250354,train
1149063751903,val
1151220250203,train
1152029001031,train
1152882751721,val
1154207000381,test
1155322751754,test
1155771750533,test
1155892500827,val
1157324750195,train
1162859250654,train
1162995750002,test
1165443504446,train
1166167750309,train
1169847750208,val
1170644500057,train
1172733500430,train
1173432000231,train
1173547250034,val
1173789750206,test
1175814250047,train
1176477500548,train
1176820001127,train
1176821500721,val
1177467500381,train
1177815750132,train
1178329250092,train
1178603500045,test
1179173001033,train
1179928750415,train
1181932000629,train
1186070250389,train
1192954250323,train
1193610250170,train
1194169250069,test
1194334750768,train
1196186000378,val
1197643750592,val
1197856000971,train
1197930250381,train
1198071500243,train
1198466500458,test
1200603250028,test
1202212250307,test
1204675250590,val
1206655750002,train
1207467500632,train
1208172250174,train
1209026250112,test
1210729500698,train
1213581250792,train
1213961250117,train
1214703500359,train
1214710750744,train
1216066500262,test
1216705750055,train
1217576263057,train
1217585752050,test
1217817750652,train
1218013000010,train
1218207750138,train
1219548250518,train
1220521504311,train
1220672250783,train
1220949250275,test
1221731250100,train
1221903250767,train
1222604250309,train
1223141000555,val
1223880750043,test
1224216254700,train
1226195500087,test
1226465000786,train
1226918001036,train
1227656500827,test
1229386501170,test
1229486000181,val
1230084750044,test
1231870250095,test
1232522250439,test
1232551501552,train
1233067501390,train
1233343250175,train
1233428000375,train
1233953000044,train
1234735750009,test
1235524001177,train
1235898001255,train
1235933750921,test
1235959251740,train
1236640751322,train
1236757000158,train
1236946000587,train
1237134000023,train
1239014250205,val
1240290750102,val
1241392750990,train
1242669750649,train
1244026001525,train
1244598251188,train
1246150001838,val
1246991250035,train
1247309000540,test
1248577501041,train
1250143250352,train
1250245500099,test
1250272251406,train
1250726250739,train
1250784500671,train
1250865751713,train
1250898251006,train
1250955250053,test
1251881501659,train
1252688751065,test
1252689000800,train
1253656750974,test
1254122251191,train
1254538500164,train
1255193500448,train
1257181750810,test
1257260250058,test
1257880501080,train
1258882501079,test
1259171750696,train
1259353000230,test
1259945000662,train
1260142750411,test
1260201251312,train
1262067250340,val
1262228000462,train
1262377252446,train
1263480000089,test
1263515001508,train
1263686000079,train
1264436250395,test
1264755000241,train
1265513001908,test
1266075000282,train
1266283001287,train
1266631500496,val
1266640251091,train
1266641750144,train
1266667250007,val
1267413250175,train
1267604250175,test
1268512001623,train
1269019500674,train
1269076750452,train
1269463500140,test
1269502750701,test
1269723750644,train
1270083501052,train
1270088250740,val
1270342000599,test
1270653001525,test
1271076251620,val
1271393750029,val
1271805750001,test
1271882250418,train
1272185000916,train
1272422750231,train
1272488750186,test
1274023001198,train
1274170250037,test
1275622251420,train
1276024500077,train
1277279250260,train
1278042000014,train
1278509250609,test
1278644002705,val
1278863500806,val
1278865000966,train
1279003250688,val
1279229750271,test
1279252000456,train
1281394501134,test
1281919250794,test
1282494751302,train
1282908000176,train
1282957751412,train
1283094750943,val
1283138250920,train
1283549750405,train
1283625000807,train
1284181000768,test
1284536250073,val
1285080500191,train
1286853500063,train
1287357000055,train
1287399501152,train
1287401000246,test
1287977500684,train
1288119756315,test
1288276750811,test
1288478000366,train
1288806000332,train
1289357750638,train
1289397000558,train
1289551251208,test
1289707500046,train
1290595250128,train
1291626000286,test
1291707500462,train
1292637500179,train
1292669750705,val
1293103750013,train
1293165250089,test
1293440501205,val
1293551750528,val
1293594500065,train
1293864751005,val
1295208750381,test
1295662250098,test
1295804500085,train
1296799750380,train
1297261000527,val
1297286001131,test
1298989500674,train
1299338001897,train
1299403000133,train
1299556250331,train
1300231000617,test
18003967,train
7070002287,test
17164254513,train
17662502136,train
18901001193,val
111332250438,train
120591000163,train
137154750162,test
140106500041,train
153595250332,train
171088000210,train
181817500346,train
195613750837,train
195675000481,train
203289500039,val
204508750272,train
241123000262,val
241198252460,train
297148250002,test
317070750163,train
332564000123,test
352158500046,train
354678750357,train
378118751905,train
381799251788,train
393117000669,train
400518250673,train
407904500505,test
409033000654,train
414541029440,train
414541810268,train
414542523916,train
414542545619,train
420156252250,val
420862000728,train
432231751196,train
434422501034,test
435708500210,train
454063000645,val
465757750091,val
495361000028,val
499526500710,train
503509000839,test
511131000708,train
515058500046,val
518947000419,test
530974500283,test
533465500153,train
562595250655,val
563534000268,train
568895000632,train
569881250195,train
575046250477,train
585129500145,train
592680250095,test
593184250105,train
594193500072,val
609595000487,train
621023001189,train
625031250327,train
626978262443,test
627417000567,test
633300250117,val
633585250943,test
633774000284,train
639655000428,train
649997000349,test
653504001223,train
655455000056,val
655506001100,train
666245500070,test
671763500132,train
671794750220,train
671846250522,val
674117001082,train
674658250103,train
679215250664,test
680746002965,train
682773000804,train
683163750006,train
683969001220,train
684156503302,train
685562750715,test
686067001293,test
686446250410,train
687097751473,val
687560250199,train
688020001863,test
689581780219,train
689581796655,train
689583282271,val
689631264481,val
689681021493,val
689684044998,test
692786250824,train
692954000682,test
693410500284,test
693558750736,test
694495750349,val
694892005621,val
696776750063,train
700821500310,train
701699500835,test
704718751394,test
704736500841,train
706185500199,test
708838750049,train
710702751073,test
711068000539,train
712870750274,val
716936250280,train
718600500046,train
719353750314,train
719395250373,train
723856500331,train
723994250301,train
724327000219,train
724671750024,train
726149750185,train
729464002003,train
730602000195,train
735338250315,test
744510000276,val
751557250272,train
756402000399,train
756698501316,test
756972250397,train
766555000530,val
770476500053,train
771404500099,test
772579250691,train
772909500176,test
773781500369,train
777013250163,train
780293000195,val
799282750288,train
800059750078,test
805613000931,train
806510750899,test
807204500685,train
808385500001,train
810688250291,train
811507500183,train
814115750408,train
814870000242,train
815043750137,train
815603750491,train
816836750764,train
817593250706,train
820493750841,train
826851250007,test
830264500230,test
833623250101,val
834388000117,train
835658250016,train
835674500191,val
840106750284,test
842128750525,test
844875500304,val
845252000072,train
853007500101,train
856759750045,train
857683500206,train
858585000746,train
859653000332,test
865517501490,train
872087000136,test
872117000359,train
873159500045,test
873175250545,train
875981003036,val
877404503531,train
879767500127,train
880923750107,train
881938500252,train
884321000262,val
887729000681,train
897001500913,train
900542750054,train
901907250311,train
905556000307,test
907082000713,train
908783000169,train
913130750625,train
918186000279,val
919342000544,test
921384750073,train
925364500901,train
925641500104,test
926412250022,val
927214000772,train
929908001925,test
930504000256,train
930524750396,val
932139500366,test
935176000221,train
935960250162,test
936021250053,test
938103500585,test
938787000069,train
940017750082,val
944600250316,train
948056000913,train
950665500756,val
956618500217,train
957431750231,train
962538250704,train
962649000204,train
965227000349,train
965749250020,train
970769750090,val
974242750019,train
975154500081,val
977066000189,train
977939000132,train
984618750142,test
988323000071,train
995020000781,train
997034250035,val
998568750745,test
1003870250148,val
1007338000049,train
1007843250717,val
1009440750338,train
1009489500183,train
1012427501038,test
1013690501519,test
1013693251036,train
1014405250088,train
1015416500175,test
1016248250801,train
1019679500004,train
1020047500260,train
1020353250798,train
1020692750855,train
1025176500405,train
1030916500448,test
1031470500109,train
1032349000073,train
1033054000263,train
1033130250025,val
1033851000567,train
1034392750340,val
1034849500226,train
1042692500080,train
1043649500842,train
1044228500531,test
1045008000100,test
1047659750054,train
1048253250732,train
1048535500579,test
1050431500039,train
1058853500760,val
1059654251160,train
1063856750004,train
1068163750230,train
1071567750126,train
1075205250242,val
1078635750596,train
1079141750538,test
1079933500330,train
1082512001519,train
1083423250129,train
1084096501101,test
1084149251074,test
1087197500397,train
1088839250480,train
1091615000463,train
1092100750470,train
1092778750768,train
1096729750124,train
1097038500395,test
1098754250208,train
1101782750026,train
1103962750110,train
1104014500013,train
1104321000396,train
1105407750516,train
1108163001644,train
1108387500210,train
1108910500009,train
1109217250112,train
1109388250461,train
1111318500716,train
1111918750764,train
1112775750129,train
1116777000237,train
1116977500961,test
1119363501220,val
1120496000348,train
1120835750007,train
1122703251005,train
1123366001417,train
1123473000769,train
1124363000068,train
1126940750355,train
1127286000188,train
1127702750323,train
1129002010877,train
1129103750085,train
1129480250200,train
1129569250328,val
1130140500219,train
1130739000154,val
1130775250466,test
1132726500184,val
1132796000027,test
1135602751053,val
1136068001273,train
1140343250561,test
1140469501188,test
1140771501075,train
1141078500949,test
1141982500533,train
1142595250891,train
1144356250212,val
1144605500102,train
1145777000121,test
1146411250466,val
1147834000310,train
1148138250397,train
1150923250082,train
1153074250593,val
1154017750788,train
1155033250315,test
1157714000590,train
1159683500076,train
1161727000063,train
1162242500367,test
1162916500624,test
1165447755156,test
1167387000833,train
1168555750521,train
1169029751240,train
1170578000252,train
1170796750092,train
1171154000297,train
1171648500664,val
1172235750277,train
1173005750413,train
1173213500052,test
1174432000610,train
1174456001346,train
1175778750886,test
1176845501020,train
1177470250975,train
1177644500020,train
1180020500732,test
1183036007816,train
1184208500573,train
1185153750168,train
1185374250252,train
1190214250162,test
1192055500075,train
1192152000102,test
1195758750380,val
1196805000305,test
1199199250006,train
1200311750186,test
1200596750020,train
1200802750025,train
1201382000928,val
1201701250485,train
1203020250498,val
1203495250026,train
1204073500420,train
1204527000630,test
1205122500850,train
1205877500677,test
1206041500621,test
1206364500113,train
1207176250109,train
1207419000103,test
1208147501265,val
1208276000949,val
1209228750247,train
1211358250127,train
1213755750410,train
1215506500299,val
1215883250065,train
1217144500191,test
1219007500349,train
1220522256657,val
1221269501062,test
1221734501270,test
1222459750521,train
1223401750207,train
1223446250189,val
1223714750261,train
1224543750005,train
1225469000136,train
1225546500178,train
1225570000899,train
1226947000877,train
1228987250351,train
1229187500979,train
1230099000713,train
1230157250690,val
1230467500216,train
1231121500172,test
1231681000970,train
1231981250615,val
1233158500021,train
1234162501485,train
1234242750924,train
1234851751174,test
1235285500840,val
1235502000182,val
1235630000062,val
1236265250779,train
1236390750004,test
1236813000798,train
1236973750079,train
1237034250427,train
1239055500063,train
1239071750137,test
1240040750393,train
1240696251454,train
1241728750285,train
1242319750111,train
1243445001163,train
1244677500123,test
1245624750860,val
1247307001189,train
1247853750127,train
1250273501337,test
1250818252099,val
1250899001469,train
1251156751048,train
1254120751623,train
1254240750114,val
1254594000064,train
1254973251281,train
1255451750634,train
1255458501760,train
1255552500880,train
1257647000546,train
1258813000858,train
1258857251475,val
1259032751059,val
1259324000008,train
1261441500263,val
1262449750107,test
1262734250164,train
1263050251525,train
1263351501727,test
1263500750368,test
1263533251681,train
1264002250441,train
1264053751698,train
1264489251694,train
1265810750402,val
1266634750631,train
1266963750715,train
1267213750807,test
1267329000257,train
1267505250978,val
1267509750041,test
1267624500514,train
1268397251484,val
1268509750501,test
1268744751346,train
1269204500085,train
1269569500984,train
1270163500289,train
1270749000849,train
1270762501095,train
1271292751020,test
1271296250870,test
1271642751658,val
1271964000095,train
1272242751302,train
1272355500376,train
1272439000135,test
1274656501553,val
1274764500397,test
1275055250789,val
1275080250028,train
1275149500396,test
1275618251283,train
1275619750700,train
1275863000002,train
1276369250239,train
1276490250176,test
1277335500660,train
1277431000607,test
1277824001548,train
1277943501981,train
1278109750746,train
1278124750225,train
1278647752770,val
1279270500024,test
1279305500020,test
1279395000155,train
1279709000023,train
1279760000024,val
1279979500862,test
1280603751471,val
1283089500537,train
1283557500095,train
1283680500578,test
1284468750071,train
1284869250123,train
1285651750667,train
1287141000005,train
1287272750039,train
1287393250846,train
1287421000160,train
1287914500609,train
1287928750231,train
1289392750221,train
1289510500353,test
1289849250086,train
1290945250542,test
1291063751579,train
1291269000329,test
1291680500396,train
1292258000874,train
1292990750444,test
1293245501452,train
1293384000940,val
1293546000126,train
1293866750883,val
1293868250486,train
1293926501286,train
1295095500975,train
1296657250777,train
1297955757628,test
1298212501912,train
1298466750567,test
1298957500660,train
1299507500887,train
1299553500424,train
1300861500039,val
1301211000976,train
1301322250865,test
1301805751255,train
1302398250652,test
1302644252268,train
1302697000097,test
1302922250466,train
1303043000451,train
1303642250031,train
1303792000072,train
1303795000341,val
1304217750389,train
1304659250489,test
1304676251439,train
1304699751520,train
1305331250756,train
1305353750962,train
1305786750622,val
1305835750033,train
1306228251562,train
1306253250828,val
1306611500286,train
1306857750309,train
1306929250270,test
1307439751112,test
1307636500727,train
1308313000270,train
1308565000106,train
1308730250512,test
5861967,train
388668371,train
439928527,val
18402751826,test
30487000563,train
39906000271,train
41016250094,test
45013750745,train
97187250074,train
120709500552,val
160773750554,train
207365750444,train
210383250170,train
217507000148,train
220227250671,test
222448501659,train
228833500204,val
276758250460,val
300895000087,val
308989500519,train
348399000605,train
352500750122,train
353196500287,train
356871500070,train
364651750148,train
377292000523,train
378457500739,train
381103751026,train
382360500656,train
384632250005,train
392409000650,train
396373000448,train
400487250902,train
403421251998,val
414541036833,train
414541305023,train
414566544495,train
416862750070,train
417946251162,test
422042254030,val
422880750529,train
425039256646,test
427560250606,train
439206000756,train
440626500298,train
456724750205,test
462764250015,train
464331000169,train
489397000834,train
492905750514,train
494004500321,train
495522250477,test
506192250325,train
510469750249,train
529321000887,train
530236500087,train
534711250283,test
544300750421,train
555654750010,test
563925500025,train
566623752162,train
568489500026,test
579658250055,train
587529000617,train
588424000906,train
590386750646,test
609470000077,train
611765000213,val
612647500427,val
613303500100,test
618233750104,train
619827000076,train
626977254955,train
627564000529,test
628241500451,train
628987750483,train
635925000041,test
665343500089,test
666392500113,train
674270500071,test
675382500086,test
676975250814,train
677330250336,train
678422000805,val
679140250735,test
680323250779,train
680795500006,val
681597250497,train
681669750403,train
681744000013,test
682257750656,train
683587250044,val
684102001792,train
685127250012,train
685187503887,train
686657751053,test
686907751002,train
689533750206,test
689580786509,train
689581519871,test
689583289209,train
689679807017,train
689680784047,train
689681798155,test
689682045985,train
689683083713,train
689684082616,train
690118750419,val
690985750238,train
693631000300,train
697286750116,train
702289250828,test
702914500266,train
706568250047,val
708204250333,test
715863250524,train
717378750036,train
718147250072,test
719453500446,test
731492750042,train
731671506121,train
732711750273,train
734523250012,test
734738500096,train
737499250157,train
740419750357,train
747268750056,train
754303250009,test
762751250080,train
763373750421,train
763790500230,train
769135500078,test
777324500536,train
777518251050,train
777635000593,val
778982000273,train
779080000055,train
780168750226,train
781128250177,val
784582500290,val
788766750210,test
791677250515,train
792511000304,test
792706500002,train
793672500204,test
794151750445,train
795299250390,test
796774500263,test
797097000571,test
797985000668,train
800605750717,train
807204500143,train
811667500101,train
814148750010,train
818539500024,train
821554250089,train
821770000151,train
823314000687,val
825985500346,train
831976750751,train
832377001001,test
834087000030,train
838039750171,train
838290750380,train
838387500694,train
839615500758,train
840038750356,train
841962000002,train
842796500069,val
843045250365,train
846015500214,test
848490500006,train
849448750508,train
859203250618,test
859223500143,train
869515000214,test
871866250379,train
872722000232,train
878598000071,train
878840251130,train
879309250723,train
881312500313,test
882117000456,train
887230750598,train
889895250035,train
892330000505,test
898146500349,test
898851250401,train
898902750761,val
908301750361,train
909861750069,train
909999000402,val
910557750299,test
911399000350,train
911852000263,train
912575250301,train
917499500052,train
918393750006,val
918797500197,val
920700000650,train
922529250632,train
923254500525,train
925469250672,test
925965250061,test
928682500278,train
928700250503,train
933927250577,train
935120750522,train
937422500436,train
938757250990,train
938852250004,train
942345750669,train
944133250219,train
944924000074,train
945554000236,test
951323750065,test
952069250194,test
954023750004,test
959440750280,train
960915750004,train
963199500651,val
969921750082,train
971227500425,train
973524500427,train
974801000436,train
987049000010,train
988481250098,train
993399500104,test
1001728250185,test
1008792750811,train
1009248250669,train
1010648000586,train
1013882000547,train
1014680750542,train
1017494250041,test
1022609000273,train
1028432750926,val
1029360750231,train
1029711750290,train
1030886250395,train
1031780750151,train
1033764250281,train
1034240750052,train
1034803750546,train
1035635500013,train
1035866750013,train
1036045750904,train
1039365750162,train
1041214250490,test
1042724500663,val
1042862000017,test
1043495750746,train
1043557250213,test
1050196750963,test
1052686750409,train
1053291000045,train
1053633250710,val
1053693500384,train
1058385500119,test
1060775750036,train
1063492250045,test
1064526250406,train
1064531250753,val
1064881500341,train
1067914000031,val
1068154000725,train
1073865500369,train
1075598500007,train
1077402750293,test
1079286750814,train
1079352000103,train
1079408500026,train
1080959250451,train
1081961750137,train
1082610000457,train
1084501250908,val
1085032750744,train
1086597750539,train
1088643250196,train
1091196000005,train
1092972750470,train
1093555250787,val
1094206250374,train
1094777500433,train
1096005000196,val
1096105250417,train
1096536000281,val
1097107500165,train
1097463500562,train
1098593750016,train
1098737250624,train
1099560000220,test
1103498500195,train
1105364250064,test
1107002750954,train
1107491750312,test
1108503000023,test
1108746250696,train
1110194750431,test
1113023250418,train
1113137250249,test
1114369750402,test
1116404000254,train
1118290750118,train
1118619000570,train
1119190000206,train
1119798750637,train
1120009500048,train
1125446250374,test
1127934500033,train
1128189750101,train
1131312000024,val
1133306500762,train
1133628250639,val
1133905751402,train
1135507500697,test
1136124251364,train
1136128500284,train
1137037250120,test
1137317501336,test
1137321501028,train
1139355500003,train
1139429750001,test
1139741000886,train
1143182750065,train
1143849000252,val
1143943500425,test
1143943751695,train
1147876250291,train
1148282000009,train
1149722500367,train
1149835250350,train
1153136750899,test
1153471250035,val
1155261250148,train
1155323250685,train
1156378251105,test
1157030250064,train
1157118000052,test
1157191750169,train
1157405250275,train
1157842000235,train
1158316500566,train
1160162750032,train
1163913000070,train
1164294000854,train
1164504000438,test
1165446006232,train
1166750250373,test
1167036500040,train
1167039000907,train
1169734751138,train
1172409750540,val
1173052750019,test
1173387500109,train
1176137500248,train
1176272000123,train
1182499000355,test
1183608000642,test
1186161250029,val
1187841250073,train
1191316500190,train
1191358750484,val
1193187001070,test
1193234250054,val
1195003000543,train
1198118250049,test
1198413000003,test
1200033250056,train
1200428750317,train
1201394500419,train
1202163001335,val
1202713750905,train
1202993750430,train
1204857750276,train
1208322750124,train
1208901000098,train
1209429000936,train
1210574751015,val
1210705500159,train
1211240750762,train
1212011250105,test
1215020750034,val
1215511250583,train
1215902751367,train
1216342750070,train
1217562250308,val
1217580251291,train
1217581262338,test
1217587000365,test
1217587752045,test
1217767750110,val
1218262750104,train
1218924250598,train
1218956502012,train
1220067000838,test
1220789500299,train
1221940250582,val
1222257750741,train
1222514501155,train
1222615000328,train
1223912250249,train
1224039250792,test
1224221250358,test
1224299500088,test
1225405001437,train
1226582500540,train
1227570501173,train
1227604751927,test
1227890500011,train
1228469250300,test
1229337500492,test
1229896000536,test
1230044501319,train
1231456250093,val
1232556000205,train
1232584250147,train
1232871250376,train
1233009000451,val
1235851500044,train
1236703000268,train
1237265500473,val
1238566750480,val
1238697250712,train
1239316000752,val
1241395500920,train
1242134000469,train
1242299750109,train
1244149500071,test
1244910000049,train
1246018250533,train
1246705250364,train
1247075001761,train
1247346500472,test
1247794750127,train
1249983750362,test
1250441000536,test
1250729000569,train
1250749750014,val
1255072250592,train
1255374250998,test
1255708500593,train
1257967500442,val
1258682250094,train
1258859750007,train
1259897000011,train
1261088000514,train
1261501000004,train
1261807001171,train
1262242000973,train
1262413500213,train
1262902500478,train
1263504001901,train
1263516250409,train
1263556250878,train
1263660250933,train
1264389500102,test
1265199000583,train
1265568000345,train
1265925500090,test
1266233250046,train
1266247001734,train
1266284250772,train
1266881001039,train
1268013250930,train
1269753250263,train
1270601001041,train
1271408500008,test
1271691500065,train
1272081500004,train
1272329251137,test
1272742250488,val
1272792001096,test
1274438000228,train
1274656001165,test
1275257250018,val
1276134501321,train
1276790250552,train
1277562000583,train
1277959251333,train
1278051250748,train
1278053250882,train
1278053750417,test
1278363251921,val
1278646751792,test
1279376000082,train
1280220250486,train
1280522000164,train
1281845500783,test
1282866501101,train
1282957500072,train
1283093251404,train
1283160500053,train
1284011751366,train
1284031250072,val
1285146250516,train
1285617500476,val
1285656250160,test
1285667250140,train
1288073000775,train
1288114755593,train
1289151000482,train
1289310000096,train
1289385750997,val
1291238500167,val
1291521501477,val
1291726501046,val
1292171251071,train
1293261000408,train
1293292250328,train
1293318501011,val
1293561500219,train
1294382250043,train
1294495251036,train
1294994000074,train
1295056500935,test
1295801250617,train
1295899750061,train
1296176500901,train
1296335501154,train
1296381750081,val
1296473250106,train
1297233500559,train
1297406250728,test
1297749250069,train
1297925750793,train
1298320000743,train
1298328500151,test
1298736500514,test
1298816751393,train
1299068750152,val
1299107750582,test
1299648000549,train
1299648250755,train
1300664250090,train
1300749250231,train
1300815500701,test
1301040501466,val
1301226250557,train
1301383750198,val
1301399500482,train
1301642751361,train
1301697001289,test
1301843750005,test
1302759502066,train
1302760759998,train
1302939250507,train
1303075500522,train
1303142001633,val
1303143751089,val
1303557250874,train
1304112250652,val
1304801750082,train
1305125750623,train
1305171750901,val
1305421750244,test
1305757250817,train
1306205500390,test
1306354500201,train
1306606250340,test
1307005750563,test
1308237750416,train
1308238500191,val
1308297000319,test
1308519250986,train
4970285,train
23053537,train
46440250056,train
56187251404,test
124953750737,train
125800000101,train
153267750010,train
167532750081,train
211056750197,test
222309750245,test
229994500462,train
267278750314,val
284639250357,train
286631500051,val
287852750602,train
309274500079,val
340848750107,train
343269000215,train
358763000166,train
366208750207,train
367267001204,test
372710250425,test
380532750221,test
383894753087,test
386024500171,test
397878500046,val
402446750046,train
404279000047,train
414540799507,val
414543034059,train
414543543731,train
421311250413,test
423067006427,test
463254500259,train
466627000508,train
481411750230,test
484051251615,test
492151250372,train
497662500359,train
498511751019,train
498522250501,train
502471250741,test
503189750560,train
503723500122,train
512814500066,train
525620500107,train
528230000700,train
530056750016,train
535113750265,train
549481750160,val
559616500425,train
563077750218,test
572256750392,train
579731250105,train
580267250081,train
591085000028,train
596872750551,test
599436000149,test
600129500277,train
601641250060,test
606549501169,val
612686250526,val
614736750094,val
616053750302,train
622030500095,test
624636250173,test
632580500662,test
632589250241,train
633305501174,train
636025000028,train
636681750174,train
640758250691,val
649203000424,train
651228750622,train
652220750352,train
652503751156,train
659311500237,test
660418250262,val
665049250627,test
668560500430,train
676722001637,train
677286001502,train
681270001235,train
683452001501,train
684652252468,test
684863003542,train
685077002658,test
685109253552,test
685544500333,train
687374751386,train
689255502596,train
689581046289,test
689582004612,train
689582277704,train
689582286634,train
689584007712,train
689584041144,test
689628773137,train
689629019848,train
689679778934,train
689680816909,train
689683055549,train
689683063065,train
689683289065,test
689683541236,test
689683831650,train
689684082766,train
690486251384,val
693033002391,test
699459500028,train
699911250134,train
703271250183,test
705045500178,test
706954500197,train
709364000220,train
711824501120,train
712568500921,train
716482000126,test
722364500759,val
724209250014,train
727762252467,train
734231500021,train
739333250467,test
743441500217,train
750081750551,train
754644750129,test
767659000136,train
769877750753,train
771045500134,train
771805250455,train
772971500081,train
775027500241,val
777272750653,test
781534500072,train
781616000156,test
782651251817,train
795951000135,val
803639750903,val
805123250387,val
807610750169,test
810664500481,train
811591000205,train
811692000072,train
814074250705,val
816424250404,train
816893250702,train
818363250523,train
819764500053,test
820974500589,train
822205750028,train
823984750344,val
824835500292,test
827525000084,train
830962750213,val
835207000314,train
835628500024,train
837313750072,test
840066750053,val
842771000280,train
844280250171,train
845625500209,test
849106000338,val
849979250202,val
850638000108,train
852688000241,test
852786250490,val
856450500015,train
856600500157,val
858279750066,val
864232250556,val
867558750812,val
868316000237,train
872104250015,train
879786750054,test
879902000113,val
881981000168,train
882213250081,train
882281000196,test
884857500359,train
889300500098,train
889897750025,train
891741751411,train
897764251157,train
898149500437,val
910556500330,test
912373750773,train
913666750443,train
920112001116,train
925321750846,train
926678000475,val
941718500709,train
942993250308,train
947356750074,train
947956000622,val
948066000288,val
957506750001,val
